heart_rate,spo2,ecg,bp_systolic,bp_diastolic
75,93.470023354122,-0.36656575594956786,128,81
113,99.32867690126633,-0.48368366468304336,138,81
81,99.22645139603571,-0.9245053660651332,115,68
87,95.02371819972096,0.16639032376609197,115,85
79,93.27883994018258,-0.5400771691979316,125,88
92,97.3713241395664,-0.7037321559672338,132,80
69,90.36712943483067,0.3076599276553553,124,64
99,94.74769006043651,0.3624185156430977,132,81
91,93.36323394270333,0.5043097845153319,124,86
109,99.20535885102555,0.0071537926771829685,101,65
119,90.12003027272682,0.7881092104077732,122,62
92,95.52814875718349,0.8726855067964556,125,65
61,97.40663581066626,0.6147418795849788,103,67
92,94.85017987524041,0.27118696401637443,122,87
92,90.85403030162722,-0.39255809281762266,135,65
100,99.72461390027902,0.9658898432404424,134,75
72,95.18010431376098,-0.4517276656161233,134,87
89,96.14186244319012,-0.5946861560191379,113,75
92,92.36609782707507,-0.11569177242683448,104,86
72,94.83498085106804,-0.8863188585752231,120,80
111,94.29149491958322,0.9569889293435816,106,62
85,90.74895842001983,0.17686711283284962,101,76
81,91.06160353547467,0.1139041833283505,111,80
98,98.37472519618774,0.3115925597994398,112,65
61,92.39819952206591,-0.0059527044455867095,115,89
97,91.9495827149863,-0.9358729658109168,103,65
98,95.04911451250139,0.22462257768079352,101,89
85,97.68747131362512,0.4323477539128613,139,81
105,90.61946518578988,-0.1665018787518937,93,78
117,95.76807919638256,0.5145911441423858,135,79
109,91.19210442840573,-0.5459974013231588,102,74
74,90.36461050825619,-0.557446817867632,107,78
93,90.52743952162217,-0.6771660246248521,132,61
101,98.34164108208441,-0.2560104804216763,117,67
114,91.17972483628061,0.6940240707781671,127,66
103,90.45151364412293,0.6558241242981286,130,86
108,94.37899887142912,-0.2343515840729924,133,67
99,98.43993471942025,0.17823747196047313,108,72
70,92.62408376489302,0.44163263294983124,135,81
62,94.21712617525917,-0.517586450743954,136,86
118,90.39922532563752,-0.6637178282105058,132,74
65,94.49078514134877,0.944191986424622,127,71
68,95.77613080637134,0.23511462641923697,135,74
65,95.70907053752146,0.9628314436673278,92,73
68,93.32426692174366,-0.3244880257355418,108,66
98,93.15533180663135,0.406063399948263,109,76
90,91.06623618936598,-0.5547927269175246,114,85
91,93.66798320646268,-0.47759965745217414,100,64
100,90.99494668872964,0.023804242539247955,106,79
109,97.66595944712051,-0.36076374898385755,138,69
71,99.66274297748186,-0.6647568723188311,124,78
67,99.70074456666707,-0.474238596021348,103,77
67,98.65071099375393,-0.9285032110682707,128,89
109,96.0079214933962,0.4088472429549732,108,89
87,97.0086569724388,-0.015766685828276783,92,84
79,92.85205802680414,-0.8115138671909488,123,83
106,96.30770420172621,-0.6566120137430176,138,69
118,94.55649549439877,-0.794930923774712,130,61
66,94.82017339776932,0.22518561655175295,111,65
70,97.57776560375157,-0.8115792727750124,127,62
79,92.81918355597251,0.5085646660704322,116,78
75,93.1803961169452,-0.9589781613592177,110,64
63,99.24641791128637,-0.5012484240082158,130,66
65,90.56224294850972,0.7813333517838144,120,66
117,94.8563429841334,0.43706263624449204,116,86
81,99.12800800407862,-0.8540633341486246,126,69
85,96.10363007818157,0.6422522089703595,91,60
62,95.46407074212132,-0.01392975691959042,136,70
100,92.49744179229356,0.6935660543376585,98,82
119,93.43275489064449,0.2014795489007868,108,66
101,98.52048415804693,0.36366606406571744,131,65
73,95.59218131768458,0.9870031207914163,125,65
70,95.1474219375678,-0.5353289081519637,99,72
77,90.9957971354003,0.2478911495227767,129,75
113,90.16028156455123,-0.07935721988520328,134,72
71,99.63685188687049,-0.9210960941546171,128,61
82,93.76986167286842,-0.9710587169942699,96,78
71,96.03213062099505,-0.7615428443642827,93,78
72,90.79715073187285,0.29818348107709625,104,88
84,96.83114285723046,0.1343261758267844,101,78
104,99.32566708705961,0.10685912232745487,137,77
110,95.75665252997419,-0.9362864749434798,95,84
117,91.2611532237541,-0.061394007279985896,98,65
78,95.81721527473476,0.8492456356850571,124,61
114,97.66347213104652,-0.2048162613787068,97,78
105,94.06416536574018,0.24984493957691267,96,85
95,98.79837747941468,0.5596373512462871,93,65
104,96.48682953357364,0.5678505582837752,102,79
67,98.99248918289203,0.038560164790542695,108,82
88,96.23505311247337,0.7159038908046726,96,81
114,91.31287972004824,-0.21724381327250608,99,74
112,93.0969171110519,0.7773864295695967,114,65
114,92.01794948252457,-0.5195456672089094,133,87
91,99.08826497716862,-0.4395671860188579,124,62
110,97.60400067287483,-0.8937587516019978,114,70
103,96.76398368910006,0.5911636730845657,118,67
77,93.00966319631621,-0.16588952753458885,101,84
65,91.84044772050214,-0.5417667721772019,136,81
77,97.56451087988911,-0.5364194447668407,129,77
78,94.7415794587908,0.8027998824584663,101,76
81,92.25789552150628,0.6678332009220738,95,78
96,96.16621978165276,0.10706177071436662,99,78
91,90.40333852138453,0.23222160083144217,91,83
115,93.26170254128253,-0.05134885889941798,134,80
100,94.68556994591134,-0.21666691424238227,114,76
118,91.47958334109406,0.830953762436663,96,86
62,99.8465447759084,-0.7487745929593959,129,63
87,92.09097364589614,-0.1631064205675441,112,66
69,91.30353130043265,-0.3108761840242493,137,64
110,92.03534873886896,-0.0036985594977032576,100,85
94,97.69061133159724,-0.08473625090964987,125,88
88,94.25505659271843,0.03777906330216285,138,75
113,95.65415939752538,-0.7201620455460118,137,65
74,90.21009156986361,0.026283003026554175,112,73
92,90.34431308573315,-0.5151623722255783,132,85
66,94.45825549827016,-0.6313373020236175,96,79
71,98.16655243201623,-0.8703315624276176,116,61
108,98.85238878707565,0.5253051175122818,102,84
89,90.8670656759564,-0.14511615828688007,106,77
80,95.38363102101023,0.2532873666235167,121,77
90,99.1322968627927,0.4551866866094867,115,72
117,93.87972754397886,0.358633330627107,111,87
83,98.29565831428368,-0.05899856182063545,102,77
79,91.33695654399436,-0.22420294209654035,101,76
96,99.35394489667799,-0.24808018071867255,96,72
63,97.51423317531302,0.2800975938601127,90,87
87,99.41334392786902,-0.010411290116253191,122,71
103,96.76617233552507,0.6982644959770212,103,62
79,93.63403931999427,0.7494039686534242,136,81
119,99.38181172524722,-0.6588792439869631,132,66
83,92.75566776309178,-0.7275326969085487,130,60
109,93.32172522061732,0.260801852071999,106,89
108,97.0080841800174,-0.39754850387544116,93,64
110,97.65316299525387,-0.9628585624698023,128,80
91,99.29403483849154,0.7772853387259102,90,60
100,92.0480240905621,-0.5461984655123835,130,63
95,97.97998035219224,0.8585613033716182,134,85
117,97.38546053396963,0.4348689017565073,113,60
112,90.63794556253598,0.5253069798229686,123,72
93,93.87223141210207,-0.5970770084136792,123,73
95,92.82765457060098,-0.5316111487663742,113,74
61,93.0449042435403,0.04253550764813152,104,76
74,99.829468795547,-0.6558002947002757,106,71
93,96.42777413479928,-0.38913661463393545,102,66
95,97.176761577935,-0.35707504410439106,96,82
65,99.76617637315009,-0.6807401334944718,98,78
98,93.77201782457638,-0.5896343332096785,133,82
101,98.01840168452806,0.5771036840165131,124,62
110,94.34530963304495,-0.6656082909054633,112,77
110,98.6953367181498,-0.943085216312155,136,85
117,91.80657541311304,0.25870988525787686,128,63
113,99.4768617706428,0.9519662387848999,112,89
71,92.1877170841088,-0.33757237075375723,115,85
62,93.26220506980931,-0.7626885936074954,90,62
104,97.5619223410678,0.14077465073506157,103,71
77,93.93755141565407,0.8127084221912924,121,82
99,96.08211376766447,0.5681235596569576,137,87
80,94.44573501069428,0.245031736825432,99,71
74,97.42369937089782,-0.36988700678480124,90,76
92,92.2833125236861,0.08376034655243991,94,65
94,90.58457987236876,-0.8175103173914893,92,74
85,92.99929397473066,0.3578908485613399,138,89
67,94.7430866486843,0.4501920377953017,139,61
95,91.68020052192679,0.9300632458198377,116,67
107,93.54797289656389,-0.4792052825098567,111,73
89,93.99983018293568,-0.9630871619139547,107,64
82,90.57391843688274,0.09121692885430122,105,62
101,95.83307248184204,0.4135810087936289,91,69
103,98.84343427971288,0.580814951765976,136,66
73,91.51742912953053,-0.6125221339503788,102,89
73,95.97808013401514,-0.4764942619259527,134,70
61,96.64739204910846,0.025181850534592654,105,74
114,94.19334680419288,-0.3387983800599963,97,61
96,97.0109758736427,0.7210229731748901,132,64
64,94.10731543491012,-0.05247969252255946,97,70
97,95.04637287977435,0.5991572882040059,99,67
104,90.07353044554426,0.1612395209647075,122,72
100,96.9172011413469,0.546180283234224,120,70
113,96.61342678944725,-0.3346540269393523,101,76
119,90.38400877326345,0.6628332438606224,98,74
106,93.68250107395133,-0.45085536889795685,126,60
73,99.79031840791667,0.0921976160065816,98,78
115,94.20736562568617,-0.5719857736522516,137,75
98,95.01945405131842,-0.04894695674761329,107,78
84,99.09930158159719,-0.3636495809825937,119,72
79,97.17261875865756,-0.4665931387255715,121,82
61,95.82070131124223,0.933970036056075,129,81
98,97.97804681341073,-0.6798517890265388,112,82
65,98.64366266455973,0.5746516749147905,100,63
76,94.56888071737266,0.9683299189664298,109,70
118,94.75108364931836,-0.9601970325198443,108,77
84,93.86050935651836,0.39805482808419,125,77
116,99.66706140018461,-0.49417638888742577,115,69
87,96.9716625429035,-0.9190243513433911,99,76
61,90.83223066208072,-0.1942208420867384,113,89
94,98.62959623313019,0.87043562034175,102,72
96,94.80559940836268,-0.9764698112660046,135,89
64,90.68753906422488,0.17577138385956337,123,84
60,95.49717255163311,0.0027929571906486483,118,73
99,94.17164278975702,0.746768328742095,125,89
71,98.77749404862625,-0.8319965709587487,96,66
115,92.03994603609388,0.3630520597733007,119,69
95,98.26464609492183,0.3602193968665546,106,62
104,95.57688691185453,0.3381600337245665,137,61
82,90.5461030321347,0.8846689898700739,102,89
106,99.71845301325484,0.6461750580137609,113,78
90,95.126152441032,-0.916054547512988,120,66
70,92.90876854231583,-0.057834298590973665,116,64
69,94.69406841989257,-0.20409388759733305,139,87
62,98.57857783517488,-0.3797055578183959,110,62
113,93.04903124385064,-0.09732654969180543,133,84
73,91.926763964867,-0.2316116301480451,90,61
75,91.29071246930882,-0.13533220024266934,104,82
69,92.97859398390212,0.958523731217285,92,85
88,97.80048087040043,-0.8227340505008385,95,81
69,94.71626365195262,0.8444617396774596,103,65
71,92.2748160369354,-0.0395265730579466,127,73
89,91.66184999609749,0.24748449099908232,122,66
100,93.32729476510379,0.6603659332353877,127,81
60,99.39924372885709,-0.2790739417014889,97,61
64,93.43026712590024,-0.13915618382406625,115,70
79,99.88124075954636,-0.18096303944257208,104,80
67,94.85230455765357,-0.2505379549284803,103,62
102,91.7916391829015,0.8510586432937899,137,68
71,98.9114009179351,0.6578597823860242,109,67
60,94.60355373134827,-0.7820000202740478,137,85
116,97.09671343504525,-0.7837532950458079,108,70
113,99.83711583209151,-0.14426097029401763,122,77
79,90.50175350319974,-0.8026852465343819,125,60
87,90.96694559787566,0.23818619054223933,113,74
116,97.20456741462756,-0.7126167854765322,99,63
102,92.81825003295472,0.04474652793360212,139,63
96,91.84301396950099,-0.9855601059925645,123,87
106,90.3936187981973,-0.36680730317470656,125,69
96,90.21846711986201,0.35438144734531085,136,70
71,97.74485603119791,-0.03192211954430313,125,77
96,91.3443342736955,0.9565389719979762,105,82
108,94.6772061597115,0.7482075921324216,104,88
108,96.05896815179483,-0.2818584419136976,107,74
115,94.28351800568846,-0.9090269170554508,96,62
103,90.27106652336234,0.6912526002300377,136,66
115,97.83501502587909,0.8224686206293428,111,66
87,90.10513224541654,0.6412547868380736,121,76
106,97.61889894377484,-0.7441001181604703,132,81
74,98.93304493788122,0.9958302688245755,108,79
65,94.32839921057172,-0.48283155689445234,129,86
103,95.35542473097799,0.44840982561674014,90,83
118,94.76983392617653,0.8160697526714431,124,75
79,93.8920861862344,-0.5286257713385811,94,75
109,98.8742453537036,0.8165171093541321,139,67
73,98.9393351066999,-0.3810368416102661,101,62
61,93.35816364641535,0.9528264447681123,101,79
68,96.15069754014698,-0.4374799592390508,110,74
96,99.26907562145864,0.9068716495156703,108,60
79,99.62058498941352,-0.8929106982146502,98,69
85,95.08959040422047,0.41854402333962604,132,61
88,94.52824805284327,0.0642222676740074,138,66
60,92.78694315928526,-0.044245845754538715,137,73
114,99.5887187319041,-0.55301137148832,125,75
94,91.42814304472867,0.4111915795529839,131,86
65,95.79829576047725,-0.6183810171073858,136,87
96,92.82550267518639,0.10568359196953647,121,74
112,92.79008290347797,-0.4935092739194984,124,66
118,94.04968587376189,0.9112427595627122,120,72
64,99.98792935815655,-0.9427376123286944,121,84
92,90.54966306839822,-0.6005434397775269,126,69
108,95.78541818203531,-0.5153787872251046,121,68
110,90.82572158035278,-0.17186434846436716,132,68
73,91.54520829990518,-0.5345395162598929,126,65
71,94.39562941772898,-0.01730181946242948,128,83
101,95.10460131346441,0.744931046517078,127,84
79,92.58792408364523,0.42412684281834157,119,71
112,93.16457130874416,0.1599239610702221,121,89
109,90.86967020255933,-0.8219936440346407,134,82
83,93.0321978384425,0.3879842167785512,91,79
118,99.66558439380545,-0.6671714313781203,100,89
102,99.44707381672481,0.572734771923396,109,79
93,93.34878290136984,-0.4998864829796936,126,81
84,95.70853936278762,-0.1659025433581982,98,73
109,99.09595391110945,-0.29905959536414417,127,86
88,90.06183822640897,0.7176278293497136,138,79
116,98.10683570337592,-0.7469110825731837,108,86
98,99.48369552788918,0.1312897647695772,129,66
90,90.91325734333557,-0.7158767811138755,96,67
115,91.6144768603292,0.4095916722643733,94,67
106,99.60746302771355,0.8101562555889623,136,89
102,95.37540143640346,-0.13078469226549316,131,67
109,90.14196634471723,-0.02381547947004825,113,61
82,92.57631998763529,0.8548456729655245,137,73
103,94.4994367426886,0.04198277729871425,130,69
97,96.92908911024767,-0.024803123900878132,96,77
79,97.33160378136799,0.1566582054086083,100,77
82,99.95421512925456,0.37845947272590386,98,77
104,92.87511199383759,-0.7862332498259372,138,75
111,95.38220101868475,0.6422210554830321,119,79
75,95.33323547859605,-0.1289899450934815,130,64
109,94.05645259447238,-0.8553029802050289,92,79
101,91.6916189384242,0.5723653383964262,111,64
119,99.77456563183843,-0.24610005662745582,129,79
114,98.53317186666587,-0.7992650098098921,109,82
67,94.98333028294238,0.2675580790865011,121,69
109,96.0324542268403,0.7602627068672834,137,76
80,92.27261053559663,0.7755070188279727,96,89
60,95.43787070391747,0.9153269496179464,96,72
114,96.94970133121475,0.735410919533376,109,76
67,95.15167028386588,-0.9957181613090496,114,77
88,99.90285170584941,-0.23951766717321954,134,72
91,96.11341656247725,0.6370851598110061,124,76
97,93.70973712592169,-0.2674939880030516,133,87
64,97.72152027615839,0.20309701275941228,113,74
106,91.70462511581643,0.21263389474906402,129,85
81,93.84515813706267,-0.2699493919223539,102,71
106,93.46958950377586,0.8089478545625752,137,87
93,94.31807095107777,0.006456690772235207,128,69
60,97.81779825928726,-0.07043158812499839,93,72
114,94.84173032163407,0.9950274913237918,101,89
114,97.94014450265962,-0.01299927185476668,106,70
85,95.76488903139865,-0.6432034961428379,90,62
102,93.42069434657556,0.02613884572687608,106,81
69,98.09978743683473,0.6280334710398601,91,69
89,92.38289670553091,0.5537206537965629,95,70
109,92.24382979799796,0.577163530216942,133,65
77,95.04502924054836,0.41604756799582354,100,60
76,92.60849245962089,-0.49156434186662357,132,65
85,90.09087034951216,0.7241681716804629,107,64
67,96.48297527298801,0.7868869307525301,129,66
106,95.11093821472397,-0.6116946067629019,114,81
99,94.45517814493161,-0.7390887268972122,128,71
108,99.66968514618316,0.9512099371782241,117,71
71,95.71199183962914,0.7366479273007358,135,66
86,98.63431577789385,0.7864722944198934,105,61
67,91.3945023620516,0.7727527692487903,101,87
84,95.69206463129427,0.08337364806745673,130,60
105,98.67979626730903,0.2928034733315994,118,89
63,95.83105757279898,0.09072570426728332,112,82
92,97.18014178127001,-0.8975873016193419,110,84
60,93.72043567812207,0.4910061707055453,105,77
78,90.92449517037066,0.010664066671760564,137,71
90,94.57900295127071,0.29541814958045953,130,66
75,93.94479390838858,0.005279609951070574,134,78
73,98.67060182378947,-0.016377355355088108,115,81
112,92.43995302352472,-0.6564217810444664,126,62
107,99.66734227535107,-0.4425725697177021,111,88
64,99.58138119804497,-0.6822946161120884,99,69
100,92.47631643071439,-0.6086674087493151,96,88
85,93.48051955477321,0.9459547608406098,98,86
87,98.95555740873885,-0.6937731084556031,114,86
61,99.66622220896107,-0.4614591513895847,135,70
109,94.43439102836044,0.18117931547716992,104,64
65,93.20997045640898,0.2203571524732837,102,61
68,95.26094013251542,-0.6920517405123419,131,67
92,96.87769206365735,0.5874348515704246,135,73
100,92.7347451537498,0.57040573582565,115,67
84,97.36473174619073,-0.5253645915922178,110,82
107,90.51657357114641,-0.4226673946490791,112,65
72,90.49294492764416,0.8759757309189939,133,60
68,93.86287705145546,0.6513428919589561,117,83
112,93.5347319206072,0.39559406612504766,127,60
72,93.15633215367153,-0.8355335569787989,101,67
90,94.9101976266891,-0.16347183819484856,113,70
100,93.20733582311571,0.11860374415365404,102,77
70,91.92257918468091,-0.6251774240324461,129,83
63,93.09469549088601,-0.10354683578355095,137,69
93,99.74904272810235,0.20205175497737993,91,71
97,94.11113416994849,-0.34524663976920156,128,79
105,94.44712776858336,0.5618896379009743,101,82
63,95.7654498995114,0.6808991632776109,128,75
97,99.83340768414226,-0.3527810611318585,103,64
78,92.41601276435763,0.6773143089849143,119,75
65,96.81282110532433,-0.79284686779397,130,83
93,97.15984693541724,0.6754581972453126,139,71
77,96.07324416793065,-0.6944991366647668,132,65
72,90.88578339636643,-0.8341456949805479,137,89
100,96.76872275827577,0.28355080888202244,108,64
82,90.64094711036175,-0.05612526848941135,120,60
78,95.96142649549897,0.8157812008256655,132,78
104,97.39581177221743,-0.2736216078183016,139,69
70,92.1096989061995,-0.42569547312474265,132,84
60,98.41622007542774,0.0014698122883967102,114,73
83,90.30353805533004,-0.08810762846267739,93,84
113,98.43812863658306,-0.3111439075656235,139,80
66,94.60329050642765,0.38748259739665714,102,62
84,92.17587939931644,0.5191236678278166,125,65
80,91.33778144993968,0.7059679380602732,131,64
74,99.53307167582372,0.9457132094206857,126,76
60,90.72665587581157,-0.46668761573499107,92,77
71,91.99093419935926,0.43218696497992304,105,71
117,93.47822347433046,-0.21148352900850953,115,64
66,96.20234848961121,0.35416394390221617,129,89
74,95.44801085276099,-0.048036619301559336,128,68
80,91.25643492412314,0.9875462055358633,108,71
78,92.89727983738214,0.45780427158149983,135,79
119,92.38751771086024,0.904982600868649,104,68
88,92.13542854490342,0.6699390989623715,121,62
84,94.11144336479987,0.8058020223267421,138,60
92,97.04031452591657,0.6288383944293499,110,81
108,92.17452932217236,-0.08168173924817723,90,74
91,93.66678879702981,-0.49642309330623124,95,69
108,93.90917426841162,-0.2593596490989556,116,73
94,99.7645652943541,-0.9595275347200991,112,66
103,99.54666356879069,0.04798633492933435,136,63
97,98.00137582752076,0.010115600540817393,120,85
85,92.41658920819185,0.05050092966097641,101,64
70,90.6803731409167,0.9480624499441277,110,79
94,93.16904137720624,0.8229080069096786,91,75
67,92.66794549433831,-0.676574443339784,94,62
105,95.05925800146395,-0.2622349568882216,98,76
73,97.77727910067793,-0.15208764107347617,109,72
69,98.58322938878858,-0.2789341642967045,135,65
61,98.44864085410508,0.5969919272078261,107,85
105,93.59675561223068,0.04807533973517386,111,64
68,96.87234343460683,0.14419963394325008,97,75
62,93.1283419752422,0.706027117975851,123,70
80,90.60905543235182,0.6118563068307172,98,76
85,97.01565265602942,-0.7355769543594006,96,64
67,90.09827552569787,0.42782916816726857,119,65
107,94.09182587458488,-0.12912774219592893,107,69
61,93.29379269302076,-0.41070219387499907,116,80
65,96.93377538518853,-0.8999623581956273,105,60
87,97.66245472760379,-0.025500879309098057,110,89
112,93.04094635971283,-0.28912663855093723,94,80
88,98.11627014444854,-0.49697392064719836,118,69
85,92.93916760504933,0.3893434591939151,136,76
84,94.46326359986561,0.538970774631174,126,86
71,97.27018527014134,-0.5104209619411504,132,62
64,96.92920229224788,-0.9011051266413055,111,87
93,99.873684723122,0.69750540113047,103,88
107,92.25161024215932,-0.9800805175913934,108,61
96,96.62317913539583,0.874224987842944,124,88
74,96.09681908275778,0.2552397479654118,113,76
103,99.1509845449003,-0.35630672959735943,131,63
95,91.56362141644875,-0.5070441808465276,95,61
74,97.51798163586933,-0.9819886714710495,92,64
102,95.68268616268769,-0.5290571659782457,123,69
107,92.74665869787906,-0.7245433969657178,134,60
82,94.74434914147174,0.22433244144629128,139,87
65,93.33776597069797,-0.6669088228123974,91,85
105,95.7931340278846,0.05725967507323859,104,60
109,98.89000610814666,0.18023284468894163,126,86
103,95.69304984412202,-0.40391660330617096,104,85
118,96.31722418326584,-0.9298701019625626,121,63
102,95.18747847114709,-0.9254922387716078,110,66
104,90.51165506445476,-0.9473053356121648,106,73
80,92.32858556876094,0.47824933427309246,123,73
82,94.92001729432083,-0.36398059037140373,121,77
102,93.10235283744704,0.5926003719353272,139,61
114,91.81763597761194,-0.13653435231430167,136,60
75,95.04132841918438,-0.09400379834007233,112,80
106,93.2280979344785,0.025765205019147475,124,81
112,92.58107643173415,0.4260629127502078,126,75
119,94.63985417440381,-0.45299426834058587,132,88
74,91.33284258082173,-0.7568253009329462,130,81
84,99.27745733075407,0.112114670382923,126,77
95,98.67702097919239,-0.34604475351452146,122,75
70,97.07620585740536,-0.1150173726639252,114,87
110,91.06213827588456,0.2938934166746108,135,87
74,97.75877254469692,-0.011748517717458773,126,82
63,98.07957328109019,0.24055763420168574,129,81
80,97.67764617714337,0.08840000422725569,110,83
72,91.13965887119241,0.4795927438721983,135,65
81,96.43907957067765,0.41187323542323995,137,84
78,98.34324795749399,0.0683797836172384,127,69
93,95.77353401219668,0.35780604171941377,129,61
73,96.4640737522809,0.7471192045452255,123,66
63,94.58363479426306,-0.13545742442366282,108,80
107,95.28707319884053,-0.1744738545024127,116,76
112,90.34376858351725,0.5284912417047603,98,62
111,96.38963021973285,0.16510767408398808,94,79
105,90.81447212891159,-0.8579864395548229,94,71
86,94.35014594340224,0.7842240313821627,114,61
88,92.92655097667408,-0.9384337955247197,115,66
106,95.45427950211713,0.4967927124194862,108,76
87,91.33416335523206,0.5175882854086258,119,78
94,96.91643401973319,0.9062221705638609,125,71
67,97.9501153692847,-0.8917311831953585,137,68
75,91.63354449743156,0.19371372156898192,137,86
101,91.04313087351882,-0.14431885874589412,105,73
95,91.45515482787359,-0.33873409028091594,96,61
89,98.77127561898502,-0.8193628794018539,107,80
77,95.28189261756356,0.12530823934261837,110,63
61,94.67260996007502,-0.04191854865077271,120,87
108,91.06711819102354,-0.7908910836979515,90,78
72,96.49556006756961,0.22497901419416677,92,80
63,98.6799959189509,0.47590624050587693,120,75
85,98.28185869323453,0.5345566021072965,114,81
84,96.26054708980801,0.8107463765248548,97,76
89,90.75278716651674,-0.18105851622244562,90,61
70,91.12397027176013,0.9061455372442739,96,76
66,90.49308987109825,0.7308588101653721,96,78
90,92.57479216492469,-0.4069968579521219,97,67
103,91.35661467160378,-0.681433925301083,108,83
69,92.60048040252434,-0.12922120774397317,106,79
98,93.85058055718962,-0.1962025840880668,100,65
72,99.42982784071135,0.1514386106624086,136,71
90,96.10376059781692,0.166772464655496,130,84
66,98.34973785682962,0.4999739687599505,138,89
115,97.10351500712332,0.019779896411220355,100,82
108,91.12503130526632,-0.7903547181184689,127,77
101,97.35920406373948,0.7165826711062122,130,86
101,92.75098881559124,-0.38047083362962586,139,61
115,96.39107846994706,0.9425949206131841,91,78
95,93.40961973642989,-0.7642797826404597,93,83
79,99.97672263264658,0.9165023444650064,139,69
63,92.63551479496778,-0.817976386234966,117,84
113,92.7913047077427,-0.5379277241058811,122,88
66,99.30672255562398,-0.9068401158269168,100,89
113,90.24644404636322,0.4102262932779899,92,62
60,96.96688987873196,0.7005974731435836,129,84
103,97.25326390735879,-0.13185783636803916,94,87
115,98.36378577410399,0.8570441500848593,110,71
104,99.74439310638475,0.18059814351119918,111,85
101,99.75601919156652,0.2600142708930464,126,75
106,90.65276757566464,0.6908384034015398,100,71
118,98.21839322752902,-0.4063995898963222,133,67
72,96.46309933657382,-0.2914685573447484,111,64
114,96.4734213437309,0.8119038383892887,130,70
81,91.28349926614695,0.8019269920775276,102,69
113,96.50187166445653,0.9529655524017417,92,62
80,99.82482580601248,0.8036766328833422,102,86
81,99.11818569539447,-0.7452559279332782,117,82
87,94.39130660804851,0.6474485722739747,100,68
68,90.39947973286094,-0.18032304378081188,100,71
85,93.62293490000205,0.9816027118918758,110,65
68,98.26390311600555,-0.055438071342397865,110,78
74,97.01499101465166,0.10767216500444121,96,75
69,94.59343655593956,0.05954983051359708,106,80
83,90.5510153515883,-0.3565259402834444,137,82
117,94.26894727823303,-0.8499558222141637,103,83
116,94.69024939717883,0.791302460803837,122,88
101,99.28555532894136,0.6053516250525737,100,73
67,96.4108610358216,-0.7209464388806615,102,87
83,93.11652916654648,0.5535365427001457,90,63
75,95.25318264450722,0.25169333210122,123,77
108,90.6605530782216,-0.18171242416475542,98,69
85,99.72568235649737,-0.49195770180887455,102,77
86,93.60059901930725,0.719457567004465,126,71
96,94.77867354913136,0.4003765185881061,119,78
63,93.55283974236923,0.09547981893827373,130,67
109,96.825117301162,0.2191370677969282,134,60
83,96.62232158329593,-0.817867635835638,126,73
78,97.15322310529136,-0.052160478177616154,136,82
95,92.68143229611921,-0.612599414428596,96,65
119,93.15668481164066,-0.5832326419823493,103,73
98,91.25251231096208,0.32260792457373344,137,61
69,96.55509971846112,0.8225123036685762,95,68
84,90.39797127335653,-0.1924867790433069,123,88
77,95.97682335523459,-0.5845014539756193,105,71
78,98.69695884851635,0.29749387447330844,126,64
95,98.90832148289634,0.7423740927006355,125,61
69,94.49037760369961,0.49663760224498166,135,78
92,94.59303688213073,0.7375144610731743,95,66
114,90.76969183008018,0.07310934202159869,97,66
109,96.70765025443036,0.5037524887383817,113,69
64,98.21259420372846,-0.7198708812821271,92,76
106,92.44655054604713,-0.303450769273617,93,85
108,94.21300881633364,-0.22090167103695513,121,73
94,98.3883933676527,0.022591492492069154,90,86
103,98.77120467662289,0.8581527205136474,123,70
93,92.43179980264226,0.7485931204443486,134,87
92,95.50570634541364,-0.7309490154216309,98,79
114,91.92493150635828,-0.6544206962350736,101,65
80,91.01878764139556,-0.2847189008221773,99,67
76,99.11120501391957,-0.4185122682186522,99,78
81,98.20507504232108,0.22954190631252458,139,89
107,97.60034901803174,0.8055520955290898,133,78
96,90.4876631881314,0.9245830833451736,137,83
74,98.43728792710257,0.307205905070453,112,83
94,94.38044075905384,0.6763184028021734,95,83
87,93.4239512329586,0.05040440046159422,113,76
66,95.46476361025377,-0.5833461062799206,113,83
91,90.91353242723555,0.04937682418695477,110,83
70,97.56646549352399,0.11016520287530218,131,77
69,95.82435076888297,0.48491512842711315,120,71
68,91.86590096873168,-0.5602340205853018,136,68
73,91.88232199769045,-0.26337923582653655,130,82
72,91.84248651572675,-0.2719450615708674,119,83
116,90.57002387551934,0.9188791914823298,123,75
84,95.87798449371685,-0.11211007934656214,107,77
61,98.40348177588508,0.510187934596293,101,75
94,90.17498213987389,0.5016227627488781,124,75
66,90.49004644971274,-0.46891163039351724,96,63
80,95.72770276686946,0.1437393787434642,130,82
77,98.19495685386052,0.7886057866372962,129,81
62,93.26738890568633,-0.04960456108610112,114,66
101,93.49614398807722,0.8902350146850921,95,60
113,95.96346497496776,-0.5710835413516768,90,83
98,92.74212889124146,-0.8516817884519385,135,88
100,90.26608366077684,0.7829077462894987,105,82
108,97.35228518101596,0.6953623959244333,137,88
70,96.25649912941454,0.9851797518676895,93,79
98,95.8075599905566,0.3587869762248521,118,60
83,97.41684128991824,0.873375853334299,127,67
119,96.75230837562037,0.6538980501682217,136,85
105,92.05881988178321,0.6888526662401737,117,82
78,93.5248104694335,0.13828314090853655,111,67
63,91.26110141678625,-0.2352708041665783,97,69
85,91.29857013417882,0.8691161450865637,121,60
